lang,file,core_extended,speaker,wd_ID,wd,start,end,ref,tx,ft,mb_ID,mb,doreco-mb-algn,ps,gl,ph_ID,ph
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w86,xa,25.542,25.698,0009_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǁʼae gǁain, ha ku ng gǁain, ""gǀa ǁxae ng xa maa ǀoba, ng ǀaeki xa maa ǀoba,","he (J) goes to hyena, he says to hyena ""do you know I have gotten a child, my wife has gotten a child""",m93,xa,,part,PST,p184 p185,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w87,maa,25.698,25.946,0009_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǁʼae gǁain, ha ku ng gǁain, ""gǀa ǁxae ng xa maa ǀoba, ng ǀaeki xa maa ǀoba,","he (J) goes to hyena, he says to hyena ""do you know I have gotten a child, my wife has gotten a child""",m94,hoo,,vtr,get,p186 p187,m a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w88,ǀoba,25.946,26.306,0009_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǁʼae gǁain, ha ku ng gǁain, ""gǀa ǁxae ng xa maa ǀoba, ng ǀaeki xa maa ǀoba,","he (J) goes to hyena, he says to hyena ""do you know I have gotten a child, my wife has gotten a child""",m95,ǀoba,,n,child,p188 p189 p190 p191,|\ o b a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w89,<p:>,26.306,26.725,<p:>,<p:>,<p:>,m96,<p:>,,<p:>,<p:>,p192,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w90,ng,26.725,26.876,0010_DoReCo_doreco_nngg1234_NB041016-01_A,"ng kidye a xa ǃoo nǀaa,",where did you put down (your) head? (= where did you lie?!),m97,ng,,part,OBL,p193,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w91,kidye,26.876,27.195,0010_DoReCo_doreco_nngg1234_NB041016-01_A,"ng kidye a xa ǃoo nǀaa,",where did you put down (your) head? (= where did you lie?!),m98,kidya,,adv,where,p194 p195 p196 p197,k i J\ e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w92,a,27.195,27.258,0010_DoReCo_doreco_nngg1234_NB041016-01_A,"ng kidye a xa ǃoo nǀaa,",where did you put down (your) head? (= where did you lie?!),m99,a,,pro,2SG,p198,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w93,xa,27.258,27.6,0010_DoReCo_doreco_nngg1234_NB041016-01_A,"ng kidye a xa ǃoo nǀaa,",where did you put down (your) head? (= where did you lie?!),m100,xa,,part,PST,p199 p200,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w94,ǃoo,27.6,27.886,0010_DoReCo_doreco_nngg1234_NB041016-01_A,"ng kidye a xa ǃoo nǀaa,",where did you put down (your) head? (= where did you lie?!),m101,ǃuu,,vtr,put.on,p201 p202,!\ o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w95,nǀaa,27.886,28.189,0010_DoReCo_doreco_nngg1234_NB041016-01_A,"ng kidye a xa ǃoo nǀaa,",where did you put down (your) head? (= where did you lie?!),m102,nǀaa,,n,head,p203 p204,|\~ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w96,<p:>,28.189,29.15,<p:>,<p:>,<p:>,m103,<p:>,,<p:>,<p:>,p205,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w97,<<fp>>,29.15,29.34,0011_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m104,****,,****,****,p206,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w98,<<fm>maar>,29.34,29.585,0012_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, maar ha ǀeen, ha ǀeen ng tsipi ǂoqna,","but his name, his name is '?first hoep'",m105,maar,,part,but,p207,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w99,ha,29.585,29.73,0012_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, maar ha ǀeen, ha ǀeen ng tsipi ǂoqna,","but his name, his name is '?first hoep'",m106,ha,,pro,3H.SG,p208 p209,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w100,ǀeen,29.73,30.04,0012_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, maar ha ǀeen, ha ǀeen ng tsipi ǂoqna,","but his name, his name is '?first hoep'",m107,ǀeen,,n,name,p210 p211,|\ e~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w101,ha,30.04,30.21,0012_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, maar ha ǀeen, ha ǀeen ng tsipi ǂoqna,","but his name, his name is '?first hoep'",m108,ha,,pro,3H.SG,p212 p213,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w102,ǀeen,30.21,30.48,0012_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, maar ha ǀeen, ha ǀeen ng tsipi ǂoqna,","but his name, his name is '?first hoep'",m109,ǀeen,,n,name,p214 p215,|\ e~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w103,ng,30.48,30.58,0012_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, maar ha ǀeen, ha ǀeen ng tsipi ǂoqna,","but his name, his name is '?first hoep'",m110,ng,,part,COP,p216,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w104,tsipi,30.58,30.94,0012_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, maar ha ǀeen, ha ǀeen ng tsipi ǂoqna,","but his name, his name is '?first hoep'",m111,tsipi,,n,iron,p217 p218 p219 p220,ts i p i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w105,ǂoqna,30.94,31.361,0012_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, maar ha ǀeen, ha ǀeen ng tsipi ǂoqna,","but his name, his name is '?first hoep'",m112,ǂoqna,,n,?first.hoep,p221 p222 p223 p224,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w106,<p:>,31.361,32.073,<p:>,<p:>,<p:>,m113,<p:>,,<p:>,<p:>,p225,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w107,<<fp>>,32.073,32.311,0013_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m114,****,,****,****,p226,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w108,a,32.311,32.41,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m115,a,,part,CONN,p227,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w109,ha,32.41,32.6,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m116,ha,,pro,3H.SG,p228 p229,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w110,ǃuun,32.6,32.85,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m117,ǃuun,,vitr,go,p230 p231,!\ u~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w111,ng,32.85,32.99,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m118,ng,,part,and,p232,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w112,ǁʼaa,32.99,33.114,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m119,ǁʼaa,,vatr,go.away,p233 p234,|\|\_> a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w113,ha,33.114,33.24,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m120,ha,,pro,3H.SG,p235 p236,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w114,ku,33.24,33.42,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m121,ku,,vtr,QUOT,p237 p238,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w115,ng,33.42,33.48,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m122,ng,,part,OBL,p239,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w116,gǁain,33.48,33.72,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m123,gǁain,,n,brown.hyena,p240 p241 p242,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w117,ǁhaa,33.72,33.894,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m124,ǁhaa,,part,first,p243 p244,|\|\_h a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w118,a,33.894,33.96,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m125,a,,pro,2SG,p245,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w119,cuinya,33.96,34.36,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m126 m127,suin -a,,vitr -vsf,sit.down -IMP.SG,p246 p247 p248 p249,tS u~ i~ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w120,ng,34.36,34.46,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m128,ng,,pro,1SG,p250,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w121,si,34.46,34.62,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m129,si,,part,IRR,p251 p252,s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w122,ǃxae,34.62,34.93,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m130,ǃxae,,adv,now,p253 p254 p255,!\X a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w123,see,34.93,35.17,0014_DoReCo_doreco_nngg1234_NB041016-01_A,"hm, a ha ǃuun ng ǁʼaa, ha ku ng gǁain, ""ǁhaa a tcuinya, ng si ǃxae see"",","then he goes (?away), he (J) says to hyena ""sit first down, I will come (right) now""",m131,see,,vatr,come,p256 p257,s e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w124,<p:>,35.17,35.84,<p:>,<p:>,<p:>,m132,<p:>,,<p:>,<p:>,p258,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w125,a,35.84,35.98,0015_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain tsee ng ǂxain suin, ha ʘunn,","hyena comes and sits relaxed, he sleeps",m133,a,,part,CONN,p259,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w126,gǁain,35.98,36.31,0015_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain tsee ng ǂxain suin, ha ʘunn,","hyena comes and sits relaxed, he sleeps",m134,gǁain,,n,brown.hyena,p260 p261 p262,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w127,tsee,36.31,36.547,0015_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain tsee ng ǂxain suin, ha ʘunn,","hyena comes and sits relaxed, he sleeps",m135,see,,vatr,come,p263 p264,ts e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w128,ng,36.547,36.602,0015_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain tsee ng ǂxain suin, ha ʘunn,","hyena comes and sits relaxed, he sleeps",m136,ng,,part,and,p265,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w129,ǂxain,36.602,36.9,0015_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain tsee ng ǂxain suin, ha ʘunn,","hyena comes and sits relaxed, he sleeps",m137,ǂxain,,vitr,relaxed,p266 p267 p268,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w130,suin,36.9,37.141,0015_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain tsee ng ǂxain suin, ha ʘunn,","hyena comes and sits relaxed, he sleeps",m138,suin,,vitr,sit.down,p269 p270 p271,s u~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w131,ha,37.141,37.28,0015_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain tsee ng ǂxain suin, ha ʘunn,","hyena comes and sits relaxed, he sleeps",m139,ha,,pro,3H.SG,p272 p273,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w132,<<ui>ʘunn>,37.28,37.67,0015_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain tsee ng ǂxain suin, ha ʘunn,","hyena comes and sits relaxed, he sleeps",m140,ʘunn,,vitr,sleep,p274,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w133,<p:>,37.67,38.17,<p:>,<p:>,<p:>,m141,<p:>,,<p:>,<p:>,p275,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w134,a,38.17,38.26,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m142,a,,part,CONN,p276,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w135,ha,38.26,38.392,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m143,ha,,pro,3H.SG,p277 p278,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w136,ǁʼaa,38.392,38.611,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m144,ǁʼaa,,vatr,go.away,p279 p280,|\|\_> a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w137,ha,38.611,38.74,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m145,ha,,pro,3H.SG,p281 p282,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w138,ǁʼaa,38.74,38.959,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m146,ǁʼaa,,vatr,go.away,p283 p284,|\|\_> a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w139,ng,38.959,39.06,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m147,ng,,part,and,p285,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w140,ǀai,39.06,39.23,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m148,ǀii,,vtr,take,p286 p287 p288,|\ a i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w141,ng,39.23,39.321,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m149,ng,,part,OBL,p289,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w142,ǁhaing,39.321,39.657,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m150 m151,ǁhai -ke,,n -nsf,milk -PL,p290 p291 p292 p293,|\|\_h a~ i~ N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w143,ng,39.657,39.77,0016_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha ǁʼaa, ha ǁʼaa ng ǀai ng ǁhaing ng,","he (J) goes away, he goes and takes the cream",m152,ng,,dei,this.PL,p294,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w144,<p:>,39.77,40.233,<p:>,<p:>,<p:>,m153,<p:>,,<p:>,<p:>,p295,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w145,roomsi,40.233,40.636,0017_DoReCo_doreco_nngg1234_NB041016-01_A,"roomsi, a ha kxʼaan,","the cream, he (J) drinks (it)",m154 m155,room -si,,n -nsf,cream -LOAN,p296 p297 p298 p299 p300,4 o m s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w146,a,40.636,40.69,0017_DoReCo_doreco_nngg1234_NB041016-01_A,"roomsi, a ha kxʼaan,","the cream, he (J) drinks (it)",m156,a,,part,CONN,p301,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w147,ha,40.69,40.88,0017_DoReCo_doreco_nngg1234_NB041016-01_A,"roomsi, a ha kxʼaan,","the cream, he (J) drinks (it)",m157,ha,,pro,3H.SG,p302 p303,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w148,kxʼaan,40.88,41.183,0017_DoReCo_doreco_nngg1234_NB041016-01_A,"roomsi, a ha kxʼaan,","the cream, he (J) drinks (it)",m158,kxʼaan,,vtr,drink,p304 p305,kx_> a~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w149,<p:>,41.183,41.7,<p:>,<p:>,<p:>,m159,<p:>,,<p:>,<p:>,p306,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w150,a,41.7,41.798,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m160,a,,part,CONN,p307,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w151,ha,41.798,41.91,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m161,ha,,pro,3H.SG,p308 p309,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w152,sumu,41.91,42.21,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m162,sumu,,vtr,finish,p310 p311 p312 p313,s u m u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w153,xa,42.21,42.36,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m163,xa,,part,PST,p314 p315,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w154,kxʼaan,42.36,42.57,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m164,kxʼaan,,vtr,drink,p316 p317,kx_> a~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w155,ha,42.57,42.72,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m165,ha,,pro,3H.SG,p318 p319,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w156,sii,42.72,42.88,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m166,sii,,vatr,come,p320 p321,s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w157,ng,42.88,42.94,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m167,ng,,part,and,p322,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w158,ǃhoo,42.94,43.195,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m168,ǃhoo,,vitr,wake,p323 p324,!\_h o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w159,uu,43.195,43.322,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m169,uu,,vtr,take.up,p325,u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w160,gǁain,43.322,43.57,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m170,gǁain,,n,brown.hyena,p326 p327 p328,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w161,gǁainya,43.57,43.9,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m171 m172,gǁain -a,,n -nsf,brown.hyena -?,p329 p330 p331 p332,|\|\_v a~ i~ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w162,ʘunn,43.9,44.19,0018_DoReCo_doreco_nngg1234_NB041016-01_A,"a ha sumu xa kxʼaan, ha sii ng ǃhoo uu gǁain, gǁainya ʘunn,","when he has finished to drink, he comes wakes up hyena, hyena sleeps",m173,ʘunn,,vitr,sleep,p333 p334 p335,O\ u~ n
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w163,<p:>,44.19,44.608,<p:>,<p:>,<p:>,m174,<p:>,,<p:>,<p:>,p336,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w164,ha,44.608,44.75,0019_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""gǁain, khui-nǁnga,","he (J) says ""hyena, get up!",m175,ha,,pro,3H.SG,p337 p338,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w165,ku,44.75,44.93,0019_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""gǁain, khui-nǁnga,","he (J) says ""hyena, get up!",m176,ku,,vtr,QUOT,p339 p340,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w166,gǁain,44.93,45.22,0019_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""gǁain, khui-nǁnga,","he (J) says ""hyena, get up!",m177,gǁain,,n,brown.hyena,p341 p342 p343,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w167,khuinǁnga,45.22,45.87,0019_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""gǁain, khui-nǁnga,","he (J) says ""hyena, get up!",m178 m179,khuu-ǁʼng -a,,vitr -vsf,stand.up -IMP.SG,p344 p345 p346 p347 p348 p349,k_h u~ i~ |\|\ N a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w168,<p:>,45.87,46.294,<p:>,<p:>,<p:>,m180,<p:>,,<p:>,<p:>,p350,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w169,<<ui>>,46.294,46.481,0020_DoReCo_doreco_nngg1234_NB041016-01_A,****,****,m181,****,,****,****,p351,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w170,<p:>,46.481,46.522,<p:>,<p:>,<p:>,m182,<p:>,,<p:>,<p:>,p352,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w171,ǁxae,46.522,46.71,0021_DoReCo_doreco_nngg1234_NB041016-01_A,"(...) ǁxae xa kxʼaan ng ǀʼhuun [...] ǃqxʼabesi,",do you know (that you) drank the Boer's cream?,m183,ǁxae,,vitr,know,p353 p354 p355,|\|\X a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w172,xa,46.71,46.891,0021_DoReCo_doreco_nngg1234_NB041016-01_A,"(...) ǁxae xa kxʼaan ng ǀʼhuun [...] ǃqxʼabesi,",do you know (that you) drank the Boer's cream?,m184,xa,,part,PST,p356 p357,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w173,kxʼaan,46.891,47.227,0021_DoReCo_doreco_nngg1234_NB041016-01_A,"(...) ǁxae xa kxʼaan ng ǀʼhuun [...] ǃqxʼabesi,",do you know (that you) drank the Boer's cream?,m185,kxʼaan,,vtr,drink,p358 p359,kx_> a~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w174,ng,47.227,47.27,0021_DoReCo_doreco_nngg1234_NB041016-01_A,"(...) ǁxae xa kxʼaan ng ǀʼhuun [...] ǃqxʼabesi,",do you know (that you) drank the Boer's cream?,m186,ng,,part,OBL,p360,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w175,ǀʼhuun,47.27,47.596,0021_DoReCo_doreco_nngg1234_NB041016-01_A,"(...) ǁxae xa kxʼaan ng ǀʼhuun [...] ǃqxʼabesi,",do you know (that you) drank the Boer's cream?,m187,ǀʼhuun,,n,white.person,p361 p362,|\~_h u~
